sentence,relation,head,head_offset,tail,tail_offset
在VS派拉斯中，小刚和小霞、夏伯以及莉佳帮助被理科男困住的小黄，但理科男却丝毫不畏惧地对小刚等人进行攻击，不过小智的皮卡和小黄的嘟嘟和小拉达联手操控混凝土打败了理科男，小刚和小霞堵住了想要逃跑的理科男的退路。但理科男依旧没放弃挣脱，让卡拉卡拉丢出带有毒粉的骨头回力镖想要带走四位道馆馆主，好在皮卡丘和小拉达配合才将其彻底击垮。接着，小刚与众人探测到了小智气息的所在地就是玉虹市北边的月见山。这时，菊子操控鬼斯想要带走理科男，小刚和众人一样派出了宝可梦想要阻止，不过都没起效，这时小黄醒来派出皮卡留住了理科男，但是不死心菊子又趁着小刚等人和小黄交流时再次想要掳走理科男，不过被赶到的小茂拦下了，鬼斯也被,拥有,理科男,105,卡拉卡拉,117
在帕希欧竞技场赤红跟青绿和叶子组成队伍，与来挑战的小结、小光、满充和莉莉艾组成的队伍进行对战，并让他们的宝可梦进行超级进化。,伙伴,小光,28,满充,31
在VS派拉斯中，小刚和小霞、夏伯以及莉佳帮助被理科男困住的小黄，但理科男却丝毫不畏惧地对小刚等人进行攻击，不过小智的皮卡和小黄的嘟嘟和小拉达联手操控混凝土打败了理科男，小刚和小霞堵住了想要逃跑的理科男的退路。但理科男依旧没放弃挣脱，让卡拉卡拉丢出带有毒粉的骨头回力镖想要带走四位道馆馆主，好在皮卡丘和小拉达配合才将其彻底击垮。接着，小刚与众人探测到了小智气息的所在地就是玉虹市北边的月见山。这时，菊子操控鬼斯想要带走理科男，小刚和众人一样派出了宝可梦想要阻止，不过都没起效，这时小黄醒来派出皮卡留住了理科男，但是不死心菊子又趁着小刚等人和小黄交流时再次想要掳走理科男，不过被赶到的小茂拦下了，鬼斯也被,伙伴,夏伯,14,莉佳,18
莉佳是一位专业的插花老师，经常穿高雅的振袖。虽然她为人低调，但在玉虹市非常有名。莉佳自称只培养漂亮的宝可梦，然而她似乎认为草属性宝可梦都是漂亮的。莉佳个性悠闲，经常打瞌睡，有可能是受到了草属性宝可梦花粉的影响。不过，她在对战中会使用非常凛冽的攻击，并且在经历一场精彩的对战后会变得神采奕奕。,位于,莉佳,0,玉虹市,32
武藏在跟着小智一行人到丰缘时得知那里有华丽大赛，从那时候她开始成为宝可梦协调训练家，并获得了丰缘华丽大赛参赛证。在丰缘地区的华丽大赛中，武藏有些时候会作弊，只要输掉比赛，她就会脱掉伪装并大闹华丽大赛会场。她以武藏碧安（日文︰ムサぴょん，英文︰Jessebella）的身份来参加华丽大赛，而在小遥对抗武藏！最后的华丽大赛!!小次郎和喵喵与小智一行人对话中这个伪装已经被小智一行人识破了。在哈利与火箭队！反派角色同盟成立!?中武藏和哈利合作准备打败小遥，但是最终因为武藏和哈利借给她的宝可梦配合不佳落败。在火箭队解散!?各自的道路！，火箭队三人组因为抓不到皮卡丘而发生分歧，打算分道扬镳，这时武藏遇到了对,敌对,小遥,222,哈利,214
此外美乐美乐岛的君莎小姐提到她是从宝可梦学校毕业的。,来自,君莎小姐,8,美乐美乐岛,2
赤红跟青绿在帕希欧竞技场观众席观看小结、艾莉丝和阿驯的队伍对战风露、大叶和阿塞萝拉的队伍。,挑战,阿驯,24,风露,31
在巨钳螳螂对抗赫拉克罗斯中小智和新吾对战的时候，小霞在说“宝可梦会为了训练家而努力”后，提到了科拿曾经也说过这句话。,挑战,小智,13,新吾,16
在消失的宝可梦之谜，君莎告诉小智一行人金柑岛内的宝可梦行为变得异常，会攻击自己的主人。但自己的鬼斯没有任何变化，她怀疑是超能力属性宝可梦在作乱。在四人一起发现了在道路上的火箭队后，火箭队原不肯和君莎合作，但为了让自己的宝可梦恢复原状，他们告诉君莎这是亚马多和小三郎的阴谋。火箭队把君莎和小智等人混入装有精灵球的推车内进入电波发射塔来破坏他们的恶行，君莎派出了鬼斯抵挡对方的攻击，在催眠装置破坏之后，鬼斯又与催眠貘进行了战斗，但由于在对战中催眠貘和波克比一起使用了挥指引发了自爆，最终亚马多和小三郎被君莎抓捕归案。,敌对,鬼斯,199,波克比,223
小霞跟黑连和可尔妮组成队伍，他们跟阿渡、大吾、竹兰的队伍进行对战。,伙伴,阿渡,17,竹兰,23
与其他地区不同，阿罗拉地区一座岛屿就只有一名君莎小姐，她们的伙伴宝可梦也并不相同。 美乐美乐岛的君莎小姐在霸主宝可梦是猫鼬探长！中首次登场，她正在因为阿罗拉的样子的拉达和小拉达破坏田地而烦恼。它们在逃跑时冲到了路上撞翻了一辆装载木头的车，引发了交通堵塞。最终在哈拉和铁掌力士的帮助下才堆好了木头，疏通了交通。当小智完成霸主宝可梦猫鼬探长的考验后，她带着猫鼬探长和猫鼬少来到一个拉达和小拉达泛滥的仓库，赶跑了它们。在结尾，君莎与猫鼬探长成为了同伴。,友好,猫鼬探长,176,猫鼬少,181
空木博士是大木博士的优秀学生，两人经常讨论宝可梦研究的问题。不过，空木博士的指导内容多冗长且多余。在小智与大木博士通话时，空木博士常会迫不及待地向大木博士介绍自己的新成果，结果说的相当冗长，让小智一行人很尴尬。,伙伴,大木博士,53,小智,50
希巴与格斗属性宝可梦一起生活和锻炼。他加入四天王是为了与最强的训练家一较高下。希巴喜欢四处游历，藤树曾经和希巴一同修行，而现在希巴喜欢去聚缘之岛泡温泉。他最爱吃愤怒馒头。,伙伴,藤树,48,希巴,53
希巴挑战小智，并与其势均力敌，击败了小智的蚊香泳士同时令皮卡丘和暴鲤龙负伤。其后，希巴的同伴菊子和科拿现身，并自称他们为关都四天王和说出他们的目的是要把人类消灭，而只留下宝可梦和优秀的精英训练员，之后更邀请小智加入他们，但小智拒绝了而被科拿冰封了起来。 之后命令飞腿郎攻击正辉家里的宝可梦寄放系统（后期证实是被菊子操控了心智），并与小蓝的小龟对峙。 旗下的腕力军团被指派到深灰市偷取深灰道馆馆主小刚所持有的徽章。 在苏芳岛决战中在野生大岩蛇上迎战马志士和正辉（原本应是小智）的组合，并一度占尽上风。在小智现身后，进一步解放怪力的力量与小智对决，落败后转身离开，途中救了差点掉进毒潭的阿桔，之后退出了关,挑战,希巴,0,小智,4
在小智结束了丰缘联盟彩幽大会的比赛后，火箭队跟随他来到关都的对战开拓区，而小次郎在这其中也来到自己金黄市的别墅，在魔尼尼登场！休息之馆！中将病得很重的风铃铃留在了家中，并且收服了魔尼尼。武藏参加华丽大赛时，他会帮武藏加油，有时候还会应武藏的要求去给她的对手造成一点麻烦。,拥有,小次郎,37,魔尼尼,89
在动画中，伊美蒂被称为模仿少女，她是一名与百变怪搭档进行模仿表演的表演家。,拥有,模仿少女,11,百变怪,21
武藏（日文︰ムサシ，英文︰Jessie）是火箭队的一员，她是三人组的领导者。她和她的同伙小次郎、喵喵总是跟着小智一行人，企图抢走小智的皮卡丘，但从没成功过。在宝可梦 太阳＆月亮的阿罗拉联盟的宣传影片中，她被称为战场的女演员（暂译，日文︰戦場のアクトレス）。,敌对,小次郎,44,小智,54
富士老人登场于卡拉卡拉。富士老人是一位亲切的老人，他在宝可梦之家里收养被丢弃的和没有父母的宝可梦，其中有只卡拉卡拉，它的母亲被火箭队手下用电击棒杀害，火箭队也把富士老人关押在宝可梦塔顶层作为人质。赤红和青绿携手把火箭队成功从宝可梦塔赶走。之后富士老人把宝可梦之笛、钥石和喷火龙进化石Ｘ作为谢礼送给赤红。,伙伴,赤红,98,青绿,101
获得16枚徽章后，在真新镇得到了大木博士的首肯，阿响经由２８号道路前往白银山，直面在三年前成为宝可梦联盟冠军之后不久便隐居白银山巅修炼的传说训练家赤红。,位于,大木博士,16,真新镇,10
武藏（日文︰ムサシ，英文︰Jessie）是火箭队的一员，她是三人组的领导者。她和她的同伙小次郎、喵喵总是跟着小智一行人，企图抢走小智的皮卡丘，但从没成功过。在宝可梦 太阳＆月亮的阿罗拉联盟的宣传影片中，她被称为战场的女演员（暂译，日文︰戦場のアクトレス）。,敌对,武藏,0,小智,54
在VS镰刀盔中，阿速坐在观众席上观看小刚和阿蜜的比赛。,挑战,小刚,18,阿蜜,21
在VS大岩蛇中，小刚旁观接连打败了多位训练家的小智，心想终于能够有想自己挑战的训练家出现了。因为小智的其他宝可梦的HP都不足了，就拜托皮卡丘上场和小刚对战。但皮卡丘十分不愿意，于是小刚就让大岩蛇对皮卡丘进行攻击，但皮卡丘接连躲开了多个落石，但被最后一颗落石砸中的它十分不爽直接电了小智。这时，小刚误会小智能够赢得对战只是纯属侥幸，生气的小刚想给小智一点颜色瞧瞧，就让大岩蛇放开全力给小智的皮卡丘最后一击。小智担心皮卡丘承受不住而跃身救下了皮卡丘，这使得皮卡丘十分感动，直接放电将大岩蛇电的七零八落从而赢得了胜利，小智也从小刚那里的获得灰色徽章。同时，小茂也从小刚那里拿到了灰色徽章。,挑战,小智,23,小刚,8
在金·银·水晶篇的最后，假面男被打败了，阿笔也回到了桧皮道馆。,来自,阿笔,20,桧皮道馆,26
在VS尼多王中，巴奥巴在狩猎地带的监控室观看小智的狩猎之旅，他希望客人能够在狩猎之旅中感到十二万分之惊险和刺激，巴奥巴询问员工安全是否有问题，员工表示客人有最新的人工智能引导及其机械波波一号和二号来保护旅客的安全。接着，当小智遭到野生的尼多王攻击落水后，巴奥巴在监控室的通讯系统也受到了损害。这时员工又来报告找到了一台坏的引导，其便是一号波波。巴奥巴只能祈祷二号波波还能跟着小智继续引导他，并安慰皮卡和妙蛙说他们的主人会平安无事的。,拥有,小智,22,皮卡,198
在讨厌水属性宝可梦的乔伊！小霞的愤怒！中，出现了一位在治疗水属性宝可梦的宝可梦中心里工作的乔伊小姐，但她自己很讨厌水属性宝可梦。在飘飘球与北风的使者！中，出现了名叫沙耶香和小舞的两位乔伊的孩子，她们指出乔伊只是她们家族的“姓氏”。,亲戚,小舞,86,乔伊,45
在帕希欧竞技场赤红跟青绿和叶子组成队伍，与来挑战的小结、小光、满充和莉莉艾组成的队伍进行对战，并让他们的宝可梦进行超级进化。,伙伴,青绿,10,叶子,13
在不要哭，好坏星！中，小次郎遇到了好坏星的初恋对象兼前辈——一只紫色触手的好坏星。这只好坏星因为误会小次郎欺骗了它的“爱哭鬼”后辈而愤怒地攻击他，甚至进化成超坏星使他中了剧毒，直到第二天才解毒。在被穿着熊救回基地后，小次郎因为希望好坏星获得幸福，告诉武藏和喵喵他决定放生好坏星，这让好坏星心绪不宁而离家出走。第二天，在好坏星被一只毒刺水母袭击时，小次郎及时赶到救了它，试图将它推到超坏星前辈那里，并狠心地说了一些话想让它离开，好坏星为此而哭泣，这让超坏星十分不满，要求和小次郎决斗。小次郎答应了它的请求，甚至在对战中依靠自己的毅力解毒，最终他们打得精疲力尽躺倒在沙滩上并成为了朋友，而此时小次郎也明白,敌对,毒刺水母,165,超坏星,190
了柳伯用冰块的封印，现在又融化了。这时小茜来了兴致，想要跟水君一较高下，但小茜的皮宝宝和宝宝丁没有两下就败下阵来，不过小茜立刻又派出了大奶罐，小茜以为大奶罐打败了水君还在柳伯面前耀武扬威，但结果恰恰相反，大奶罐失去了战斗能力。这时，导播让小茜听从柳伯的指示作战，并告诉自大的小茜，柳伯可是被誉为“永久冰壁”的丰富训练家。小茜从柳伯那里得知他早就研究过之前和水君对战的几位道馆馆主的过程了，于是小茜就推着柳伯的轮椅配合着他的指示进行观战，接着小茜听从柳伯的指示派出大奶罐成功破解了水君的镜面反射，最后和柳伯的小山猪配合一举打败了水君，这时小茜抛出了精灵球想要收服水君，但水君的腹部裂了开来，小茜被眼前的,拥有,小茜,37,皮宝宝,40
